year,side,climate,carbon,timber,standing,fire,owl,cost
2023,North/Moist,GFDLCM3-rcp45,6836964.9042207,57152.550659826,2808245.69128995,11275.9321,10875.694427,1807613.99595125
2023,South/Dry,GFDLCM3-rcp45,5651793.51606611,61382.719779112,2273960.75290794,8706.84595899999,16742.683538,1997738.62143064
2023,North/Moist,GFDLCM3-rcp85,6837565.96502429,55124.454093656,2804612.04139796,11603.665639,10791.545504,1858934.988265
2023,South/Dry,GFDLCM3-rcp85,5624063.765037,63406.777082462,2258665.97825149,9055.840002,16423.799208,2065767.79373732
2023,North/Moist,HadGEM2ES-rcp45,6835658.42363069,72966.389147705,2795010.48416048,11537.701428,10561.418963,2291891.1124616
2023,South/Dry,HadGEM2ES-rcp45,5610230.58916,45572.974670144,2196895.33999671,9663.32571600001,15410.285339,1459804.35968978
2023,North/Moist,HadGEM2ES-rcp85,6767217.6426822,78703.663718734,2746739.33834693,12468.867673,9923.839132,2835975.15221732
2023,South/Dry,HadGEM2ES-rcp85,5620428.44053109,46891.978042409,2208330.52696235,11609.901568,15734.811284,1410667.72571865
2023,North/Moist,NoClimate,6876881.97142132,70036.66539946,2807832.45351827,11825.532771,10534.559829,2352709.70036228
2023,South/Dry,NoClimate,5709419.2483376,48514.454238873,2285862.58419646,8445.053135,17084.35553,1555446.56178156
2028,North/Moist,CCSM4-rcp45,7139643.27160469,88208.8840451409,2881413.44163488,8390.895474,9888.598778,2978373.71275233
2028,South/Dry,CCSM4-rcp45,5787522.61587359,30335.902931734,2091700.59984328,8109.072858,13566.250166,955368.494160569
2028,North/Moist,CCSM4-rcp85,7113192.64758438,79401.595492564,2843509.54655728,9351.577066,9698.553881,2718759.49895613
2028,South/Dry,CCSM4-rcp85,5984335.46357599,39153.024980761,2404384.015318,8784.460328,17488.125473,1302643.05644844
2028,North/Moist,Ensemble-rcp45,7172078.70831781,77115.397140085,2906922.63585267,8641.669568,10619.289095,2412407.49514702
2028,South/Dry,Ensemble-rcp45,5938988.3665122,41479.02873354,2349744.72660665,8532.36624399999,17091.40488,1322003.66711396
2028,North/Moist,Ensemble-rcp85,7157519.4176166,84905.099875188,2895666.7940493,8498.736595,10476.613153,2806228.15151752
2028,South/Dry,Ensemble-rcp85,5919984.99527401,33652.296331206,2346035.97090305,8695.899164,16826.138752,981277.494528438
2028,North/Moist,GFDLCM3-rcp45,7165050.5915811,79829.522861113,2896233.68260691,8346.00062399999,10313.98134,2573843.78193971
2028,South/Dry,GFDLCM3-rcp45,5946366.91797969,38704.560317196,2391128.25620813,7810.90608499999,17293.114345,1308266.28094974
2028,North/Moist,GFDLCM3-rcp85,7153454.8422851,78938.983283946,2876608.5064253,9289.031396,10117.209071,2460912.83672923
2028,South/Dry,GFDLCM3-rcp85,5902875.2484319,39620.532667952,2358983.08257981,8634.97511,16455.891016,1340645.69019856
2028,North/Moist,HadGEM2ES-rcp45,7151159.8370809,87254.184536509,2870335.06681401,8587.006365,10142.615382,2877691.1776547
2028,South/Dry,HadGEM2ES-rcp45,5867688.64691799,31385.802531625,2233258.15253589,9610.41447800001,15639.121737,1075787.71845694
2028,North/Moist,HadGEM2ES-rcp85,7057755.5049169,84157.434871633,2780232.23420193,9836.41403500001,8731.167101,2854318.6255479
2028,South/Dry,HadGEM2ES-rcp85,5879166.23587109,34429.587596221,2238275.30758048,11124.219435,15188.344011,1097550.57005192
2028,North/Moist,NoClimate,7259583.8529079,77639.177572316,2950003.35665425,10067.429376,10746.860005,2548091.26712388
2028,South/Dry,NoClimate,6033561.37958139,41063.754089772,2438646.57272269,10202.751177,18945.77712,1271908.86799871
2033,North/Moist,CCSM4-rcp45,7410428.16093282,83157.581118208,2928969.81757335,5649.731792,10024.041877,2778338.78907313
2033,South/Dry,CCSM4-rcp45,5980640.03619482,35550.567824934,2076045.83698806,7199.36174,12847.547167,1090120.29956943
2033,North/Moist,CCSM4-rcp85,7387184.57700091,77437.962537885,2910788.22116949,6670.285239,9073.4433,2286377.15089504
2033,South/Dry,CCSM4-rcp85,6294082.6882462,41092.319442243,2513048.60798489,7001.735807,18207.077957,1184269.45004061
2033,North/Moist,Ensemble-rcp45,7473090.4841521,84884.715867574,2984426.32530938,5715.523313,10656.290555,2687892.95764426
2033,South/Dry,Ensemble-rcp45,6243303.18897039,33654.894252195,2453381.98823407,7856.90574099999,18041.638217,1009031.38507771
2033,North/Moist,Ensemble-rcp85,7455863.3567595,81272.493688617,2968829.98202753,5878.507347,10508.931588,2555078.59026932
2033,South/Dry,Ensemble-rcp85,6211557.14010999,37284.624202298,2436924.71178686,7496.52768999999,17567.144326,1042550.04546165
2033,North/Moist,GFDLCM3-rcp45,7450233.9593544,84732.511447655,2960355.77760659,5988.895613,9812.961337,2766095.56549785
2033,South/Dry,GFDLCM3-rcp45,6255629.3327147,33803.283038884,2504570.28200162,6850.66674,17960.900965,933842.565142075
2033,North/Moist,GFDLCM3-rcp85,7424385.9503489,83865.970598398,2932958.63931498,6434.600856,9597.325259,2743548.58111003
2033,South/Dry,GFDLCM3-rcp85,6189973.61960038,34688.738211883,2453975.46522981,8051.005972,17125.406709,975639.642996882
2033,North/Moist,HadGEM2ES-rcp45,7441451.920398,79477.640688953,2946875.21463889,6092.681598,10008.946445,2647131.880279
2033,South/Dry,HadGEM2ES-rcp45,6104929.21130671,39079.805945267,2259560.43967354,8453.714752,16071.969173,1384881.58507411
2033,North/Moist,HadGEM2ES-rcp85,7305998.77415119,89297.424264723,2818698.15619076,7741.167984,7870.387791,3311480.19108044
2033,South/Dry,HadGEM2ES-rcp85,6139825.98833889,29248.879614907,2289556.31734776,8503.440739,16014.420214,883736.609278205
2033,North/Moist,NoClimate,7623489.413057,78937.041158616,3080248.93319007,6746.656621,11720.011669,2638316.49536376
2033,South/Dry,NoClimate,6384011.21058649,39617.718783831,2598964.81391311,8494.02641899999,20888.208552,1327242.26014087
2038,North/Moist,CCSM4-rcp45,7650450.68518951,81748.889163846,2995515.55472221,3910.964612,9682.885881,2704325.31434111
2038,South/Dry,CCSM4-rcp45,6186232.14435501,36795.409172237,2156507.20640439,7844.560705,13714.055676,1245710.43077928
2038,North/Moist,CCSM4-rcp85,7632636.94314023,78426.60554366,3000533.62047629,4402.379035,9109.738381,2605208.93525821
2038,South/Dry,CCSM4-rcp85,6613129.3802746,40125.592442914,2648253.30499492,5924.155207,19972.455243,1268359.69739353
2038,North/Moist,Ensemble-rcp45,7744070.33416061,80842.588730264,3079915.21713665,4065.714912,10578.085706,2557445.09755179
2038,South/Dry,Ensemble-rcp45,6556508.43659202,37687.626971,2584740.75989422,7015.496908,19577.450928,1344214.311347
2038,North/Moist,Ensemble-rcp85,7720680.8111369,79899.109785498,3056463.86345203,4144.022193,10230.790133,2551153.77910576
