start_vol,accretion_vol,mortality_vol,removed_vol,year,climate,acres,district
243660186.994938,16358498.750645,22942925.367885,0.0,2078,Ensemble-rcp85,19606.379064,"Salem District"
265350651.496665,15202488.45748,14121591.75936,0.0,2083,Ensemble-rcp45,16847.886544,"Coos Bay District"
226163144.614972,15324908.318665,12137890.69476,0.0,2083,Ensemble-rcp45,15152.209702,"Eugene District"
35870644.914188,4061366.13563,2085770.03156,0.0,2083,Ensemble-rcp45,7516.759292,"Lakeview District"
443139276.204072,32501103.4566751,23879190.14724,0.0,2083,Ensemble-rcp45,42540.8427829999,"Medford District"
281391412.295566,17551199.400715,15339176.596935,0.0,2083,Ensemble-rcp45,20655.179195,"Roseburg District"
278328442.502049,19710702.304625,18290094.1183,0.0,2083,Ensemble-rcp45,19606.379064,"Salem District"
177167780.47838,7293779.048815,40401883.139725,0.0,2083,Ensemble-rcp85,16847.886544,"Coos Bay District"
174347486.623871,9369024.330245,29580028.540865,0.0,2083,Ensemble-rcp85,15152.209702,"Eugene District"
36453999.630949,4775119.923895,1790462.40728,0.0,2083,Ensemble-rcp85,7516.759292,"Lakeview District"
285775862.201024,17134197.43842,49708639.298405,0.0,2083,Ensemble-rcp85,42540.8427829999,"Medford District"
158910037.747405,7059638.194405,36200215.58985,0.0,2083,Ensemble-rcp85,20655.179195,"Roseburg District"
237077522.645613,14985575.57574,25433204.620025,0.0,2083,Ensemble-rcp85,19606.379064,"Salem District"
266429693.04831,14628373.282575,14319670.87288,0.0,2088,Ensemble-rcp45,16847.886544,"Coos Bay District"
229345998.978226,14848389.09502,12191243.42875,0.0,2088,Ensemble-rcp45,15152.209702,"Eugene District"
37844563.244536,4009639.5428,2251006.51702,0.0,2088,Ensemble-rcp45,7516.759292,"Lakeview District"
451715951.035738,31821081.44646,24686599.39269,0.0,2088,Ensemble-rcp45,42540.8427829999,"Medford District"
283586229.81647,16946243.38482,15591586.740845,0.0,2088,Ensemble-rcp45,20655.179195,"Roseburg District"
279749782.167737,19118898.85172,18291420.261775,0.0,2088,Ensemble-rcp45,19606.379064,"Salem District"
144058606.41521,5344646.93758001,42903295.2188849,0.0,2088,Ensemble-rcp85,16847.886544,"Coos Bay District"
154133138.920835,7607390.953905,30535352.32616,0.0,2088,Ensemble-rcp85,15152.209702,"Eugene District"
39437775.287337,4877536.521385,1818302.965335,0.0,2088,Ensemble-rcp85,7516.759292,"Lakeview District"
253182236.16651,14839178.0503,45867677.41282,0.0,2088,Ensemble-rcp85,42540.8427829999,"Medford District"
129764507.269062,5876736.84806001,29359457.29231,0.0,2088,Ensemble-rcp85,20655.179195,"Roseburg District"
226631142.610432,13347984.85034,28880941.01442,0.0,2088,Ensemble-rcp85,19606.379064,"Salem District"
266734510.710611,14273220.14695,13373479.40303,0.0,2093,Ensemble-rcp45,16847.886544,"Coos Bay District"
232001531.334,14532243.051225,11772818.12849,0.0,2093,Ensemble-rcp45,15152.209702,"Eugene District"
39604700.484155,3990164.506925,2014899.45271,0.0,2093,Ensemble-rcp45,7516.759292,"Lakeview District"
458808905.285667,31452587.40953,22887506.508175,0.0,2093,Ensemble-rcp45,42540.8427829999,"Medford District"
284924327.046063,16577773.338805,14399855.42795,0.0,2093,Ensemble-rcp45,20655.179195,"Roseburg District"
280575332.675578,18682985.973675,17304618.358995,0.0,2093,Ensemble-rcp45,19606.379064,"Salem District"
106498316.364135,4960445.780685,25963437.2370351,0.0,2093,Ensemble-rcp85,16847.886544,"Coos Bay District"
131198563.517968,7080842.87276,21278926.586345,0.0,2093,Ensemble-rcp85,15152.209702,"Eugene District"
42497553.09715,4937651.70073,1660315.50825,0.0,2093,Ensemble-rcp85,7516.759292,"Lakeview District"
222130400.491723,14553433.55541,26502090.05098,0.0,2093,Ensemble-rcp85,42540.8427829999,"Medford District"
106277078.468756,5735040.88021,15167965.942145,0.0,2093,Ensemble-rcp85,20655.179195,"Roseburg District"
211098421.200599,12802290.725445,22733173.72868,0.0,2093,Ensemble-rcp85,19606.379064,"Salem District"
267634112.735834,13918536.39277,12782865.19749,0.0,2098,Ensemble-rcp45,16847.886544,"Coos Bay District"
234757179.303156,14211658.489,11414421.713635,0.0,2098,Ensemble-rcp45,15152.209702,"Eugene District"
41577926.295119,3958724.207215,2032842.880185,0.0,2098,Ensemble-rcp45,7516.759292,"Lakeview District"
467332562.580177,30929834.57338,22099373.11248,0.0,2098,Ensemble-rcp45,42540.8427829999,"Medford District"
287086255.964364,16188235.4648,13692351.153485,0.0,2098,Ensemble-rcp45,20655.179195,"Roseburg District"
281952202.110218,18262706.77403,16515585.768895,0.0,2098,Ensemble-rcp45,19606.379064,"Salem District"
85495021.4141261,4839773.749645,17655922.22617,0.0,2098,Ensemble-rcp85,16847.886544,"Coos Bay District"
116998054.971705,6716229.94732,16232378.07525,0.0,2098,Ensemble-rcp85,15152.209702,"Eugene District"
45776116.843598,4963260.65719,1704156.356205,0.0,2098,Ensemble-rcp85,7516.759292,"Lakeview District"
210165163.243166,14067262.01879,19786989.51324,0.0,2098,Ensemble-rcp85,42540.8427829999,"Medford District"
96838902.6242431,5643916.227735,10484325.778255,0.0,2098,Ensemble-rcp85,20655.179195,"Roseburg District"
201165125.046889,12450714.561015,19145868.61117,0.0,2098,Ensemble-rcp85,19606.379064,"Salem District"
268766338.01453,13608095.281215,12266262.487185,0.0,2103,Ensemble-rcp45,16847.886544,"Coos Bay District"
237553337.971812,13902751.6878,11113223.52256,0.0,2103,Ensemble-rcp45,15152.209702,"Eugene District"
43505232.407525,3926043.286145,2039671.49751,0.0,2103,Ensemble-rcp45,7516.759292,"Lakeview District"
476118071.419033,30484326.003925,21629924.44363,0.0,2103,Ensemble-rcp45,42540.8427829999,"Medford District"
289565944.02541,15858657.84765,13130013.931935,0.0,2103,Ensemble-rcp45,20655.179195,"Roseburg District"
283697614.567719,17905287.032935,15847020.56258,0.0,2103,Ensemble-rcp45,19606.379064,"Salem District"
72681487.7595199,4807687.42534,12642160.378,0.0,2103,Ensemble-rcp85,16847.886544,"Coos Bay District"
107480389.0521,6481221.54797499,12937409.51791,0.0,2103,Ensemble-rcp85,15152.209702,"Eugene District"
49036033.94831,4951007.500415,1880413.88108,0.0,2103,Ensemble-rcp85,7516.759292,"Lakeview District"
204423874.109228,13754862.23033,16051697.178145,0.0,2103,Ensemble-rcp85,42540.8427829999,"Medford District"
91993342.517813,5689377.899275,7965966.23625,0.0,2103,Ensemble-rcp85,20655.179195,"Roseburg District"
194466710.796315,12210254.175315,16586975.993475,0.0,2103,Ensemble-rcp85,19606.379064,"Salem District"
270107746.302607,13342880.27701,11849909.948825,0.0,2108,Ensemble-rcp45,16847.886544,"Coos Bay District"
240341113.0983,13654227.752065,10865602.939975,0.0,2108,Ensemble-rcp45,15152.209702,"Eugene District"
45392436.757525,3893052.13384,2017890.434395,0.0,2108,Ensemble-rcp45,7516.759292,"Lakeview District"
484926064.763979,29882091.631525,21278461.860785,0.0,2108,Ensemble-rcp45,42540.8427829999,"Medford District"
292272583.154107,15524047.40713,12704792.57705,0.0,2108,Ensemble-rcp45,20655.179195,"Roseburg District"
285754003.438289,17592824.80438,15292504.59522,0.0,2108,Ensemble-rcp45,19606.379064,"Salem District"
64846789.897648,4989417.153695,9402090.540005,0.0,2108,Ensemble-rcp85,16847.886544,"Coos Bay District"
101021775.322869,6336902.891895,10677230.343875,0.0,2108,Ensemble-rcp85,15152.209702,"Eugene District"
52104511.21187,4897667.87167,1991724.70684,0.0,2108,Ensemble-rcp85,7516.759292,"Lakeview District"
202105588.115389,13596205.66622,13730934.9727,0.0,2108,Ensemble-rcp85,42540.8427829999,"Medford District"
89711765.1172549,5806381.51493,6461426.235205,0.0,2108,Ensemble-rcp85,20655.179195,"Roseburg District"
190088956.888233,12054447.950425,14705507.0514,0.0,2108,Ensemble-rcp85,19606.379064,"Salem District"
