year,district,climate,carbon
2053,"Roseburg District",Ensemble-rcp45,3265948.74956349
2053,"Roseburg District",Ensemble-rcp85,3215620.473652
2053,"Roseburg District",GFDLCM3-rcp45,3220089.3162863
2053,"Roseburg District",GFDLCM3-rcp85,3141244.0219818
2053,"Roseburg District",HadGEM2ES-rcp45,3217165.3172913
2053,"Roseburg District",HadGEM2ES-rcp85,3105038.4517074
2053,"Roseburg District",NoClimate,3405132.6142556
2053,"Salem District",CCSM4-rcp45,3520409.8417086
2053,"Salem District",CCSM4-rcp85,3550162.3943901
2053,"Salem District",Ensemble-rcp45,3622901.14773541
2053,"Salem District",Ensemble-rcp85,3580804.8829652
2053,"Salem District",GFDLCM3-rcp45,3590360.4522254
2053,"Salem District",GFDLCM3-rcp85,3523045.7901284
2053,"Salem District",HadGEM2ES-rcp45,3573426.9653504
2053,"Salem District",HadGEM2ES-rcp85,3464606.0921522
2053,"Salem District",NoClimate,3748634.0112437
2058,"Coos Bay District",CCSM4-rcp45,3393233.7728914
2058,"Coos Bay District",CCSM4-rcp85,3419105.0977363
2058,"Coos Bay District",Ensemble-rcp45,3450159.5681681
2058,"Coos Bay District",Ensemble-rcp85,3403734.9082318
2058,"Coos Bay District",GFDLCM3-rcp45,3372431.185102
2058,"Coos Bay District",GFDLCM3-rcp85,3316730.6094744
2058,"Coos Bay District",HadGEM2ES-rcp45,3396852.3956703
2058,"Coos Bay District",HadGEM2ES-rcp85,3233319.9193124
2058,"Coos Bay District",NoClimate,3624225.1400672
2058,"Eugene District",CCSM4-rcp45,2836800.785604
2058,"Eugene District",CCSM4-rcp85,2826573.5828008
2058,"Eugene District",Ensemble-rcp45,2876535.9091309
2058,"Eugene District",Ensemble-rcp85,2847117.3774315
2058,"Eugene District",GFDLCM3-rcp45,2832739.5639768
2058,"Eugene District",GFDLCM3-rcp85,2794222.5531212
2058,"Eugene District",HadGEM2ES-rcp45,2844240.1874279
2058,"Eugene District",HadGEM2ES-rcp85,2760589.2972319
2058,"Eugene District",NoClimate,2992616.8025833
2058,"Lakeview District",CCSM4-rcp45,302954.4780705
2058,"Lakeview District",CCSM4-rcp85,297521.6355027
2058,"Lakeview District",Ensemble-rcp45,307481.5181455
2058,"Lakeview District",Ensemble-rcp85,303869.4335016
2058,"Lakeview District",GFDLCM3-rcp45,311278.0085827
2058,"Lakeview District",GFDLCM3-rcp85,327016.8490025
2058,"Lakeview District",HadGEM2ES-rcp45,282957.7407572
2058,"Lakeview District",HadGEM2ES-rcp85,265394.4691258
2058,"Lakeview District",NoClimate,344023.6311696
2058,"Medford District",CCSM4-rcp45,4319421.8918193
2058,"Medford District",CCSM4-rcp85,5012435.63771869
2058,"Medford District",Ensemble-rcp45,4904840.8619548
2058,"Medford District",Ensemble-rcp85,4763383.11050801
2058,"Medford District",GFDLCM3-rcp45,4949094.6983374
2058,"Medford District",GFDLCM3-rcp85,4744519.6351106
2058,"Medford District",HadGEM2ES-rcp45,4508035.5561147
2058,"Medford District",HadGEM2ES-rcp85,4321101.27694529
2058,"Medford District",NoClimate,5217473.1788676
2058,"Roseburg District",CCSM4-rcp45,3291491.2547182
2058,"Roseburg District",CCSM4-rcp85,3322896.2724003
2058,"Roseburg District",Ensemble-rcp45,3387055.1003211
2058,"Roseburg District",Ensemble-rcp85,3305106.9583538
2058,"Roseburg District",GFDLCM3-rcp45,3324431.730753
2058,"Roseburg District",GFDLCM3-rcp85,3200078.7408186
2058,"Roseburg District",HadGEM2ES-rcp45,3319196.8047533
2058,"Roseburg District",HadGEM2ES-rcp85,3106035.8073667
2058,"Roseburg District",NoClimate,3552279.3583422
2058,"Salem District",CCSM4-rcp45,3632774.2843559
2058,"Salem District",CCSM4-rcp85,3661859.2961549
2058,"Salem District",Ensemble-rcp45,3739624.320368
2058,"Salem District",Ensemble-rcp85,3683220.3538487
2058,"Salem District",GFDLCM3-rcp45,3694008.7718968
2058,"Salem District",GFDLCM3-rcp85,3605029.1461902
2058,"Salem District",HadGEM2ES-rcp45,3677832.19107181
2058,"Salem District",HadGEM2ES-rcp85,3561341.4667273
2058,"Salem District",NoClimate,3897743.1832186
2063,"Coos Bay District",CCSM4-rcp45,3478380.829495
2063,"Coos Bay District",CCSM4-rcp85,3514695.0711116
2063,"Coos Bay District",Ensemble-rcp45,3536351.1488758
2063,"Coos Bay District",Ensemble-rcp85,3458173.8484066
2063,"Coos Bay District",GFDLCM3-rcp45,3436153.0948254
2063,"Coos Bay District",GFDLCM3-rcp85,3336958.9801497
2063,"Coos Bay District",HadGEM2ES-rcp45,3459662.3454341
2063,"Coos Bay District",HadGEM2ES-rcp85,3175831.9853163
2063,"Coos Bay District",NoClimate,3734132.3605655
2063,"Eugene District",CCSM4-rcp45,2924580.5906733
2063,"Eugene District",CCSM4-rcp85,2904974.9900383
2063,"Eugene District",Ensemble-rcp45,2969865.7489718
2063,"Eugene District",Ensemble-rcp85,2926871.0976084
2063,"Eugene District",GFDLCM3-rcp45,2913580.9422331
2063,"Eugene District",GFDLCM3-rcp85,2866237.2068927
2063,"Eugene District",HadGEM2ES-rcp45,2929208.1251346
2063,"Eugene District",HadGEM2ES-rcp85,2793399.6375262
2063,"Eugene District",NoClimate,3104331.0864437
2063,"Lakeview District",CCSM4-rcp45,331102.5880233
2063,"Lakeview District",CCSM4-rcp85,303756.7696953
2063,"Lakeview District",Ensemble-rcp45,334804.5720556
2063,"Lakeview District",Ensemble-rcp85,329036.5985267
2063,"Lakeview District",GFDLCM3-rcp45,337223.919941
2063,"Lakeview District",GFDLCM3-rcp85,364058.3882497
2063,"Lakeview District",HadGEM2ES-rcp45,309789.3471178
2063,"Lakeview District",HadGEM2ES-rcp85,281072.0075302
2063,"Lakeview District",NoClimate,380863.5958787
2063,"Medford District",CCSM4-rcp45,4469292.61796661
2063,"Medford District",CCSM4-rcp85,5176114.92228801
2063,"Medford District",Ensemble-rcp45,5106794.5659362
2063,"Medford District",Ensemble-rcp85,4891574.70528032
2063,"Medford District",GFDLCM3-rcp45,5130908.4327753
2063,"Medford District",GFDLCM3-rcp85,4850441.83697109
2063,"Medford District",HadGEM2ES-rcp45,4656706.53696511
2063,"Medford District",HadGEM2ES-rcp85,4277812.5162676
2063,"Medford District",NoClimate,5483245.588984
2063,"Roseburg District",CCSM4-rcp45,3400733.7682828
2063,"Roseburg District",CCSM4-rcp85,3412476.5773232
2063,"Roseburg District",Ensemble-rcp45,3498201.5409503
2063,"Roseburg District",Ensemble-rcp85,3373941.9349648
2063,"Roseburg District",GFDLCM3-rcp45,3414311.0005594
2063,"Roseburg District",GFDLCM3-rcp85,3235608.1541943
2063,"Roseburg District",HadGEM2ES-rcp45,3405886.6821905
2063,"Roseburg District",HadGEM2ES-rcp85,3052930.1711773
2063,"Roseburg District",NoClimate,3690489.5076638
2063,"Salem District",CCSM4-rcp45,3734443.3336201
2063,"Salem District",CCSM4-rcp85,3758668.5044134
2063,"Salem District",Ensemble-rcp45,3842223.0463763
2063,"Salem District",Ensemble-rcp85,3767591.9936947
2063,"Salem District",GFDLCM3-rcp45,3778314.6466513
2063,"Salem District",GFDLCM3-rcp85,3664647.1527453
2063,"Salem District",HadGEM2ES-rcp45,3764453.7658102
2063,"Salem District",HadGEM2ES-rcp85,3641783.5810974
2063,"Salem District",NoClimate,4035819.0478394
2068,"Coos Bay District",CCSM4-rcp45,3560117.6964202
2068,"Coos Bay District",CCSM4-rcp85,3598297.9747511
2068,"Coos Bay District",Ensemble-rcp45,3614520.8216554
2068,"Coos Bay District",Ensemble-rcp85,3494034.9166921
2068,"Coos Bay District",GFDLCM3-rcp45,3490039.020924
2068,"Coos Bay District",GFDLCM3-rcp85,3328728.4066532
2068,"Coos Bay District",HadGEM2ES-rcp45,3509303.8617903
2068,"Coos Bay District",HadGEM2ES-rcp85,3084598.46387051
2068,"Coos Bay District",NoClimate,3835304.7044532
2068,"Eugene District",CCSM4-rcp45,3007172.1367417
2068,"Eugene District",CCSM4-rcp85,2966236.3087819
2068,"Eugene District",Ensemble-rcp45,3056314.1459531
2068,"Eugene District",Ensemble-rcp85,2994812.0562395
2068,"Eugene District",GFDLCM3-rcp45,2985391.4348195
2068,"Eugene District",GFDLCM3-rcp85,2923239.5080509
2068,"Eugene District",HadGEM2ES-rcp45,3006907.8696226
2068,"Eugene District",HadGEM2ES-rcp85,2800209.4452544
2068,"Eugene District",NoClimate,3207680.9509292
2068,"Lakeview District",CCSM4-rcp45,358889.6069762
2068,"Lakeview District",CCSM4-rcp85,308557.4960707
2068,"Lakeview District",Ensemble-rcp45,360672.8946363
2068,"Lakeview District",Ensemble-rcp85,354691.8480434
2068,"Lakeview District",GFDLCM3-rcp45,363421.1946274
2068,"Lakeview District",GFDLCM3-rcp85,402686.4325765
2068,"Lakeview District",HadGEM2ES-rcp45,335686.638579
2068,"Lakeview District",HadGEM2ES-rcp85,300484.7941351
2068,"Lakeview District",NoClimate,416685.565912
2068,"Medford District",CCSM4-rcp45,4616268.1773984
2068,"Medford District",CCSM4-rcp85,5304575.5336192
2068,"Medford District",Ensemble-rcp45,5298067.47412841
2068,"Medford District",Ensemble-rcp85,4989611.0698193
2068,"Medford District",GFDLCM3-rcp45,5294603.52874439
2068,"Medford District",GFDLCM3-rcp85,4925817.6949062
2068,"Medford District",HadGEM2ES-rcp45,4792181.7419911
2068,"Medford District",HadGEM2ES-rcp85,4190297.9969783
2068,"Medford District",NoClimate,5735889.9685006
2068,"Roseburg District",CCSM4-rcp45,3506032.6340991
2068,"Roseburg District",CCSM4-rcp85,3473131.9718039
2068,"Roseburg District",Ensemble-rcp45,3601429.6638041
2068,"Roseburg District",Ensemble-rcp85,3420766.9549346
2068,"Roseburg District",GFDLCM3-rcp45,3494405.6856043
2068,"Roseburg District",GFDLCM3-rcp85,3251408.5412805
2068,"Roseburg District",HadGEM2ES-rcp45,3480173.2307458
2068,"Roseburg District",HadGEM2ES-rcp85,2976779.9323529
2068,"Roseburg District",NoClimate,3819845.6368971
2068,"Salem District",CCSM4-rcp45,3831195.2612996
2068,"Salem District",CCSM4-rcp85,3839502.55136049
2068,"Salem District",Ensemble-rcp45,3934294.9445767
2068,"Salem District",Ensemble-rcp85,3836455.5047223
2068,"Salem District",GFDLCM3-rcp45,3849909.5598363
2068,"Salem District",GFDLCM3-rcp85,3708475.2622327
2068,"Salem District",HadGEM2ES-rcp45,3839486.3544443
2068,"Salem District",HadGEM2ES-rcp85,3709135.6419133
2068,"Salem District",NoClimate,4163269.051654
2073,"Coos Bay District",CCSM4-rcp45,3638404.6313891
2073,"Coos Bay District",CCSM4-rcp85,3663898.3440648
2073,"Coos Bay District",Ensemble-rcp45,3684983.11436161
2073,"Coos Bay District",Ensemble-rcp85,3511588.6868704
2073,"Coos Bay District",GFDLCM3-rcp45,3536980.2915011
2073,"Coos Bay District",GFDLCM3-rcp85,3301214.1637669
2073,"Coos Bay District",HadGEM2ES-rcp45,3548882.7552516
2073,"Coos Bay District",HadGEM2ES-rcp85,2985924.5065815
2073,"Coos Bay District",NoClimate,3928092.96726019
2073,"Eugene District",CCSM4-rcp45,3085020.9758312
2073,"Eugene District",CCSM4-rcp85,3008051.0171911
2073,"Eugene District",Ensemble-rcp45,3136417.8917699
2073,"Eugene District",Ensemble-rcp85,3047771.6774655
2073,"Eugene District",GFDLCM3-rcp45,3050247.7601849
2073,"Eugene District",GFDLCM3-rcp85,2964572.3252335
2073,"Eugene District",HadGEM2ES-rcp45,3077363.7853423
2073,"Eugene District",HadGEM2ES-rcp85,2789019.5294113
2073,"Eugene District",NoClimate,3302833.9861924
2073,"Lakeview District",CCSM4-rcp45,386548.4580639
2073,"Lakeview District",CCSM4-rcp85,313931.3075261
2073,"Lakeview District",Ensemble-rcp45,385177.9765299
2073,"Lakeview District",Ensemble-rcp85,381462.1356773
2073,"Lakeview District",GFDLCM3-rcp45,389934.1132948
2073,"Lakeview District",GFDLCM3-rcp85,440496.2055384
2073,"Lakeview District",HadGEM2ES-rcp45,360372.6276172
2073,"Lakeview District",HadGEM2ES-rcp85,322487.8706116
2073,"Lakeview District",NoClimate,450893.892455
2073,"Medford District",CCSM4-rcp45,4762267.1578107
2073,"Medford District",CCSM4-rcp85,5391751.82555361
2073,"Medford District",Ensemble-rcp45,5479813.6252922
2073,"Medford District",Ensemble-rcp85,5057090.4809831
2073,"Medford District",GFDLCM3-rcp45,5443640.9440959
2073,"Medford District",GFDLCM3-rcp85,4971824.5042267
2073,"Medford District",HadGEM2ES-rcp45,4916206.0083076
2073,"Medford District",HadGEM2ES-rcp85,4080733.7184153
2073,"Medford District",NoClimate,5974862.67116051
2073,"Roseburg District",CCSM4-rcp45,3606048.8442687
2073,"Roseburg District",CCSM4-rcp85,3494587.4658317
2073,"Roseburg District",Ensemble-rcp45,3696747.4339385
2073,"Roseburg District",Ensemble-rcp85,3441651.1116412
2073,"Roseburg District",GFDLCM3-rcp45,3567887.8163227
2073,"Roseburg District",GFDLCM3-rcp85,3247941.3984203
2073,"Roseburg District",HadGEM2ES-rcp45,3543106.4953126
2073,"Roseburg District",HadGEM2ES-rcp85,2889434.3279019
2073,"Roseburg District",NoClimate,3940071.9169033
2073,"Salem District",CCSM4-rcp45,3923700.35954991
2073,"Salem District",CCSM4-rcp85,3906373.5741553
2073,"Salem District",Ensemble-rcp45,4017149.7607696
2073,"Salem District",Ensemble-rcp85,3890894.696556
2073,"Salem District",GFDLCM3-rcp45,3911547.1354064
2073,"Salem District",GFDLCM3-rcp85,3739389.2492784
2073,"Salem District",HadGEM2ES-rcp45,3906455.4348436
2073,"Salem District",HadGEM2ES-rcp85,3762416.6780775
2073,"Salem District",NoClimate,4280735.9023393
2078,"Coos Bay District",CCSM4-rcp45,3713471.6126397
2078,"Coos Bay District",CCSM4-rcp85,3701758.3006331
2078,"Coos Bay District",Ensemble-rcp45,3748503.3568725
2078,"Coos Bay District",Ensemble-rcp85,3508926.8565388
2078,"Coos Bay District",GFDLCM3-rcp45,3577064.1023256
2078,"Coos Bay District",GFDLCM3-rcp85,3258599.2111466
2078,"Coos Bay District",HadGEM2ES-rcp45,3578952.2166922
2078,"Coos Bay District",HadGEM2ES-rcp85,2883190.0461279
2078,"Coos Bay District",NoClimate,4013630.2131701
2078,"Eugene District",CCSM4-rcp45,3158572.6899694
2078,"Eugene District",CCSM4-rcp85,3027246.9677037
2078,"Eugene District",Ensemble-rcp45,3210061.3730224
2078,"Eugene District",Ensemble-rcp85,3082121.7632962
2078,"Eugene District",GFDLCM3-rcp45,3109324.1727783
2078,"Eugene District",GFDLCM3-rcp85,2988622.3164901
2078,"Eugene District",HadGEM2ES-rcp45,3140853.1536097
2078,"Eugene District",HadGEM2ES-rcp85,2761056.8268455
2078,"Eugene District",NoClimate,3391014.3904504
2078,"Lakeview District",CCSM4-rcp45,413821.7957287
2078,"Lakeview District",CCSM4-rcp85,320254.1741517
2078,"Lakeview District",Ensemble-rcp45,408379.2021013
2078,"Lakeview District",Ensemble-rcp85,409243.5542144
2078,"Lakeview District",GFDLCM3-rcp45,416959.4655737
2078,"Lakeview District",GFDLCM3-rcp85,474459.7113373
2078,"Lakeview District",HadGEM2ES-rcp45,383988.6518562
2078,"Lakeview District",HadGEM2ES-rcp85,345344.1867221
2078,"Lakeview District",NoClimate,483753.3884608
2078,"Medford District",CCSM4-rcp45,4905565.6711369
2078,"Medford District",CCSM4-rcp85,5429582.9615866
2078,"Medford District",Ensemble-rcp45,5650824.3805868
2078,"Medford District",Ensemble-rcp85,5085471.3857111
2078,"Medford District",GFDLCM3-rcp45,5577944.5717388
2078,"Medford District",GFDLCM3-rcp85,4983275.8742005
2078,"Medford District",HadGEM2ES-rcp45,5028647.44803231
2078,"Medford District",HadGEM2ES-rcp85,3953097.3486366
2078,"Medford District",NoClimate,6198803.9950351
2078,"Roseburg District",CCSM4-rcp45,3699471.751448
2078,"Roseburg District",CCSM4-rcp85,3471683.4328406
2078,"Roseburg District",Ensemble-rcp45,3784085.5416964
2078,"Roseburg District",Ensemble-rcp85,3432500.8245075
2078,"Roseburg District",GFDLCM3-rcp45,3635920.5167309
2078,"Roseburg District",GFDLCM3-rcp85,3225073.0676768
2078,"Roseburg District",HadGEM2ES-rcp45,3594078.9848846
2078,"Roseburg District",HadGEM2ES-rcp85,2794024.4987392
2078,"Roseburg District",NoClimate,4051565.0320312
2078,"Salem District",CCSM4-rcp45,4013187.3610032
2078,"Salem District",CCSM4-rcp85,3958820.4783738
2078,"Salem District",Ensemble-rcp45,4091937.6068141
2078,"Salem District",Ensemble-rcp85,3931322.6428449
2078,"Salem District",GFDLCM3-rcp45,3965991.7611283
2078,"Salem District",GFDLCM3-rcp85,3758840.3913818
2078,"Salem District",HadGEM2ES-rcp45,3965520.5628045
2078,"Salem District",HadGEM2ES-rcp85,3800126.3861023
2078,"Salem District",NoClimate,4389527.8438537
2083,"Coos Bay District",CCSM4-rcp45,3783261.8268433
2083,"Coos Bay District",CCSM4-rcp85,3700915.4297928
2083,"Coos Bay District",Ensemble-rcp45,3804893.4175368
2083,"Coos Bay District",Ensemble-rcp85,3482807.0791043
2083,"Coos Bay District",GFDLCM3-rcp45,3611023.03905109
2083,"Coos Bay District",GFDLCM3-rcp85,3203700.493548
2083,"Coos Bay District",HadGEM2ES-rcp45,3599955.6774402
2083,"Coos Bay District",HadGEM2ES-rcp85,2781575.1401617
2083,"Coos Bay District",NoClimate,4092614.0149268
2083,"Eugene District",CCSM4-rcp45,3228188.5989454
2083,"Eugene District",CCSM4-rcp85,3022212.6392358
2083,"Eugene District",Ensemble-rcp45,3277793.7180678
2083,"Eugene District",Ensemble-rcp85,3095408.0703319
2083,"Eugene District",GFDLCM3-rcp45,3163405.134869
2083,"Eugene District",GFDLCM3-rcp85,2991564.5656858
2083,"Eugene District",HadGEM2ES-rcp45,3197547.2878693
2083,"Eugene District",HadGEM2ES-rcp85,2716695.6535346
2083,"Eugene District",NoClimate,3472757.2027158
2083,"Lakeview District",CCSM4-rcp45,440866.864926
2083,"Lakeview District",CCSM4-rcp85,327537.3558833
2083,"Lakeview District",Ensemble-rcp45,430526.234716
2083,"Lakeview District",Ensemble-rcp85,437787.7304661
2083,"Lakeview District",GFDLCM3-rcp45,444803.2898799
2083,"Lakeview District",GFDLCM3-rcp85,500009.7328259
2083,"Lakeview District",HadGEM2ES-rcp45,407737.6159468
2083,"Lakeview District",HadGEM2ES-rcp85,367206.972656
2083,"Lakeview District",NoClimate,515063.3672126
2083,"Medford District",CCSM4-rcp45,5043107.4303924
2083,"Medford District",CCSM4-rcp85,5409490.1470868
2083,"Medford District",Ensemble-rcp45,5808832.6037669
2083,"Medford District",Ensemble-rcp85,5068117.85888201
2083,"Medford District",GFDLCM3-rcp45,5697406.16149421
2083,"Medford District",GFDLCM3-rcp85,4955632.2846502
2083,"Medford District",HadGEM2ES-rcp45,5126339.60936599
2083,"Medford District",HadGEM2ES-rcp85,3810041.82371411
2083,"Medford District",NoClimate,6408026.06354051
2083,"Roseburg District",CCSM4-rcp45,3784823.3327236
2083,"Roseburg District",CCSM4-rcp85,3405383.09014041
2083,"Roseburg District",Ensemble-rcp45,3863047.11432421
2083,"Roseburg District",Ensemble-rcp85,3391061.8809209
2083,"Roseburg District",GFDLCM3-rcp45,3698603.2813045
2083,"Roseburg District",GFDLCM3-rcp85,3181214.9468837
2083,"Roseburg District",HadGEM2ES-rcp45,3632082.3445912
2083,"Roseburg District",HadGEM2ES-rcp85,2694109.4596384
2083,"Roseburg District",NoClimate,4155034.7075263
2083,"Salem District",CCSM4-rcp45,4097920.5449662
2083,"Salem District",CCSM4-rcp85,3996305.2185096
2083,"Salem District",Ensemble-rcp45,4159996.8390476
2083,"Salem District",Ensemble-rcp85,3958134.4484997
2083,"Salem District",GFDLCM3-rcp45,4013730.5753332
2083,"Salem District",GFDLCM3-rcp85,3767162.00772389
2083,"Salem District",HadGEM2ES-rcp45,4017443.417682
2083,"Salem District",HadGEM2ES-rcp85,3819227.0537788
2083,"Salem District",NoClimate,4490106.5624165
2088,"Coos Bay District",CCSM4-rcp45,3845307.7712783
2088,"Coos Bay District",CCSM4-rcp85,3653621.1147983
2088,"Coos Bay District",Ensemble-rcp45,3855049.2970789
2088,"Coos Bay District",Ensemble-rcp85,3428536.6678387
2088,"Coos Bay District",GFDLCM3-rcp45,3639224.2570654
2088,"Coos Bay District",GFDLCM3-rcp85,3138284.6363099
2088,"Coos Bay District",HadGEM2ES-rcp45,3612206.212285
2088,"Coos Bay District",HadGEM2ES-rcp85,2684106.3706056
2088,"Coos Bay District",NoClimate,4165579.4811642
2088,"Eugene District",CCSM4-rcp45,3293281.2526533
2088,"Eugene District",CCSM4-rcp85,2992725.2395073
2088,"Eugene District",Ensemble-rcp45,3339977.90227999
2088,"Eugene District",Ensemble-rcp85,3085441.452968
2088,"Eugene District",GFDLCM3-rcp45,3213419.3579331
2088,"Eugene District",GFDLCM3-rcp85,2970242.745654
2088,"Eugene District",HadGEM2ES-rcp45,3247060.8900902
2088,"Eugene District",HadGEM2ES-rcp85,2655665.4384442
2088,"Eugene District",NoClimate,3549149.7399479
2088,"Lakeview District",CCSM4-rcp45,466952.705902
2088,"Lakeview District",CCSM4-rcp85,335475.236708
2088,"Lakeview District",Ensemble-rcp45,451840.6723093
2088,"Lakeview District",Ensemble-rcp85,466502.6017399
2088,"Lakeview District",GFDLCM3-rcp45,473225.7251318
2088,"Lakeview District",GFDLCM3-rcp85,514374.494319
2088,"Lakeview District",HadGEM2ES-rcp45,430813.0001811
2088,"Lakeview District",HadGEM2ES-rcp85,387008.7362984
2088,"Lakeview District",NoClimate,544724.7458327
2088,"Medford District",CCSM4-rcp45,5174351.1930834
2088,"Medford District",CCSM4-rcp85,5327028.6796659
2088,"Medford District",Ensemble-rcp45,5953972.63274909
2088,"Medford District",Ensemble-rcp85,5004798.80647631
2088,"Medford District",GFDLCM3-rcp45,5804131.2474035
2088,"Medford District",GFDLCM3-rcp85,4886725.7340318
2088,"Medford District",HadGEM2ES-rcp45,5208048.22796541
2088,"Medford District",HadGEM2ES-rcp85,3653233.8732022
2088,"Medford District",NoClimate,6602998.066573
2088,"Roseburg District",CCSM4-rcp45,3860799.2566748
2088,"Roseburg District",CCSM4-rcp85,3306655.1170029
2088,"Roseburg District",Ensemble-rcp45,3933516.5474835
2088,"Roseburg District",Ensemble-rcp85,3319895.3816307
2088,"Roseburg District",GFDLCM3-rcp45,3756420.3793506
2088,"Roseburg District",GFDLCM3-rcp85,3117291.4271547
2088,"Roseburg District",HadGEM2ES-rcp45,3657266.1980985
2088,"Roseburg District",HadGEM2ES-rcp85,2592455.1120883
2088,"Roseburg District",NoClimate,4251572.0902856
2088,"Salem District",CCSM4-rcp45,4176493.3687736
2088,"Salem District",CCSM4-rcp85,4019289.23749109
2088,"Salem District",Ensemble-rcp45,4221251.8526182
2088,"Salem District",Ensemble-rcp85,3969443.1688458
2088,"Salem District",GFDLCM3-rcp45,4055408.3163675
2088,"Salem District",GFDLCM3-rcp85,3762527.3285682
2088,"Salem District",HadGEM2ES-rcp45,4062980.6264859
2088,"Salem District",HadGEM2ES-rcp85,3811326.3365376
2088,"Salem District",NoClimate,4583489.0163005
2093,"Coos Bay District",CCSM4-rcp45,3896724.5934614
2093,"Coos Bay District",CCSM4-rcp85,3561883.965223
2093,"Coos Bay District",Ensemble-rcp45,3898408.969329
2093,"Coos Bay District",Ensemble-rcp85,3344954.3783171
2093,"Coos Bay District",GFDLCM3-rcp45,3661210.1054762
2093,"Coos Bay District",GFDLCM3-rcp85,3064451.5656556
2093,"Coos Bay District",HadGEM2ES-rcp45,3616164.9983526
2093,"Coos Bay District",HadGEM2ES-rcp85,2592486.9079093
2093,"Coos Bay District",NoClimate,4233081.23702971
2093,"Eugene District",CCSM4-rcp45,3353838.9150429
2093,"Eugene District",CCSM4-rcp85,2942583.5738002
2093,"Eugene District",Ensemble-rcp45,3396888.2990563
2093,"Eugene District",Ensemble-rcp85,3051645.6335247
2093,"Eugene District",GFDLCM3-rcp45,3259654.8502413
2093,"Eugene District",GFDLCM3-rcp85,2926470.7372487
2093,"Eugene District",HadGEM2ES-rcp45,3289612.0193502
2093,"Eugene District",HadGEM2ES-rcp85,2581211.9895359
2093,"Eugene District",NoClimate,3620502.9963909
2093,"Lakeview District",CCSM4-rcp45,491606.3661394
2093,"Lakeview District",CCSM4-rcp85,344455.8484567
2093,"Lakeview District",Ensemble-rcp45,471835.4352685
2093,"Lakeview District",Ensemble-rcp85,494844.5935236
2093,"Lakeview District",GFDLCM3-rcp45,501454.3749029
2093,"Lakeview District",GFDLCM3-rcp85,518614.784055
2093,"Lakeview District",HadGEM2ES-rcp45,452906.8324342
2093,"Lakeview District",HadGEM2ES-rcp85,404102.6982336
2093,"Lakeview District",NoClimate,573052.7866972
2093,"Medford District",CCSM4-rcp45,5297252.44291631
2093,"Medford District",CCSM4-rcp85,5187536.17534219
2093,"Medford District",Ensemble-rcp45,6085427.1653092
2093,"Medford District",Ensemble-rcp85,4899926.1214594
2093,"Medford District",GFDLCM3-rcp45,5898829.0774298
2093,"Medford District",GFDLCM3-rcp85,4781494.7035131
2093,"Medford District",HadGEM2ES-rcp45,5273092.75005839
2093,"Medford District",HadGEM2ES-rcp85,3485858.8072546
2093,"Medford District",NoClimate,6785509.8000068
2093,"Roseburg District",CCSM4-rcp45,3926355.30178301
2093,"Roseburg District",CCSM4-rcp85,3194233.0432766
2093,"Roseburg District",Ensemble-rcp45,3995250.2642999
2093,"Roseburg District",Ensemble-rcp85,3228359.106592
2093,"Roseburg District",GFDLCM3-rcp45,3810015.1109377
2093,"Roseburg District",GFDLCM3-rcp85,3037405.949953
2093,"Roseburg District",HadGEM2ES-rcp45,3670090.3363667
2093,"Roseburg District",HadGEM2ES-rcp85,2491962.3524608
2093,"Roseburg District",NoClimate,4341528.8327385
2093,"Salem District",CCSM4-rcp45,4246964.8886376
2093,"Salem District",CCSM4-rcp85,4028012.295669
2093,"Salem District",Ensemble-rcp45,4276061.6394189
2093,"Salem District",Ensemble-rcp85,3962622.8952464
2093,"Salem District",GFDLCM3-rcp45,4091313.8351274
2093,"Salem District",GFDLCM3-rcp85,3739634.1998496
2093,"Salem District",HadGEM2ES-rcp45,4102476.2500994
2093,"Salem District",HadGEM2ES-rcp85,3766416.691455
2093,"Salem District",NoClimate,4670409.7282724
2098,"Coos Bay District",CCSM4-rcp45,3941300.970127
2098,"Coos Bay District",CCSM4-rcp85,3450138.5162939
2098,"Coos Bay District",Ensemble-rcp45,3937513.8366305
2098,"Coos Bay District",Ensemble-rcp85,3248229.7004254
2098,"Coos Bay District",GFDLCM3-rcp45,3680239.701536
2098,"Coos Bay District",GFDLCM3-rcp85,2989157.6618658
2098,"Coos Bay District",HadGEM2ES-rcp45,3616033.21309231
2098,"Coos Bay District",HadGEM2ES-rcp85,2509593.2539688
2098,"Coos Bay District",NoClimate,4295285.115065
2098,"Eugene District",CCSM4-rcp45,3410720.2774277
2098,"Eugene District",CCSM4-rcp85,2884672.1772832
2098,"Eugene District",Ensemble-rcp45,3449929.2665513
2098,"Eugene District",Ensemble-rcp85,3006604.6241165
2098,"Eugene District",GFDLCM3-rcp45,3303448.8461722
2098,"Eugene District",GFDLCM3-rcp85,2870688.227493
2098,"Eugene District",HadGEM2ES-rcp45,3327420.1354668
2098,"Eugene District",HadGEM2ES-rcp85,2503401.9024797
2098,"Eugene District",NoClimate,3687056.183038
2098,"Lakeview District",CCSM4-rcp45,515554.8595091
2098,"Lakeview District",CCSM4-rcp85,354629.4687586
2098,"Lakeview District",Ensemble-rcp45,490972.1587376
2098,"Lakeview District",Ensemble-rcp85,523030.8075879
2098,"Lakeview District",GFDLCM3-rcp45,529223.5471122
