year,climate,fortype,acres
2033,HadGEM2ES-rcp85,224,724.605257
2033,HadGEM2ES-rcp85,241,42.922636
2033,HadGEM2ES-rcp85,261,796.910119
2033,HadGEM2ES-rcp85,262,133.814395
2033,HadGEM2ES-rcp85,264,552.338306
2033,HadGEM2ES-rcp85,267,95.86581
2033,HadGEM2ES-rcp85,301,582.116063
2033,HadGEM2ES-rcp85,304,19.482796
2033,HadGEM2ES-rcp85,305,45.444866
2033,HadGEM2ES-rcp85,361,39.998745
2033,HadGEM2ES-rcp85,702,183.245299
2033,HadGEM2ES-rcp85,704,19.475418
2033,HadGEM2ES-rcp85,709,73.987783
2033,HadGEM2ES-rcp85,722,168.845612
2033,HadGEM2ES-rcp85,911,4530.83151
2033,HadGEM2ES-rcp85,912,1587.307127
2033,HadGEM2ES-rcp85,922,1974.559673
2033,HadGEM2ES-rcp85,923,5065.974295
2033,HadGEM2ES-rcp85,924,95.354023
2033,HadGEM2ES-rcp85,932,2781.752535
2033,HadGEM2ES-rcp85,941,3346.340148
2033,HadGEM2ES-rcp85,942,131.751488
2033,HadGEM2ES-rcp85,943,737.220717
2033,HadGEM2ES-rcp85,951,3341.71552
2033,HadGEM2ES-rcp85,953,94.161134
2033,HadGEM2ES-rcp85,997,459.788718
2033,HadGEM2ES-rcp85,998,507.756222
2033,HadGEM2ES-rcp85,999,1007.170556
2033,NoClimate,183,3439.876188
2033,NoClimate,201,84454.750537
2033,NoClimate,202,19.127166
2033,NoClimate,221,5964.075737
2033,NoClimate,222,603.892522
2033,NoClimate,224,544.95883
2033,NoClimate,241,89.937462
2033,NoClimate,261,572.55936
2033,NoClimate,262,210.667451
2033,NoClimate,263,39.998745
2033,NoClimate,264,579.324482
2033,NoClimate,267,487.786025
2033,NoClimate,268,72.005217
2033,NoClimate,281,91.711364
2033,NoClimate,301,2599.739807
2033,NoClimate,304,321.164122
2033,NoClimate,305,45.444866
2033,NoClimate,361,39.998745
2033,NoClimate,704,19.475418
2033,NoClimate,709,51.027876
2033,NoClimate,722,65.47662
2033,NoClimate,911,4366.682522
2033,NoClimate,912,900.809208
2033,NoClimate,922,708.327996
2033,NoClimate,923,4937.215783
2033,NoClimate,932,2034.524576
2033,NoClimate,941,3101.52954
2033,NoClimate,943,455.999321
2033,NoClimate,951,4237.605852
2033,NoClimate,997,472.565724
2033,NoClimate,998,326.044968
2033,NoClimate,999,464.95255
2038,CCSM4-rcp45,183,1892.869301
2038,CCSM4-rcp45,201,78768.930846
2038,CCSM4-rcp45,221,8120.564926
2038,CCSM4-rcp45,222,434.931951
2038,CCSM4-rcp45,223,419.689279
2038,CCSM4-rcp45,224,778.948703
2038,CCSM4-rcp45,261,343.116575
2038,CCSM4-rcp45,262,11.590121
2038,CCSM4-rcp45,264,192.129306
2038,CCSM4-rcp45,267,99.679918
2038,CCSM4-rcp45,301,1457.575326
2038,CCSM4-rcp45,304,28.90031
2038,CCSM4-rcp45,305,55.028905
2038,CCSM4-rcp45,361,39.998745
2038,CCSM4-rcp45,702,205.409089
2038,CCSM4-rcp45,704,16.525792
2038,CCSM4-rcp45,709,162.832498
2038,CCSM4-rcp45,722,350.209764
2038,CCSM4-rcp45,911,4213.946408
2038,CCSM4-rcp45,912,2078.538055
2038,CCSM4-rcp45,922,1711.319278
2038,CCSM4-rcp45,923,4131.463554
2038,CCSM4-rcp45,924,112.085281
2038,CCSM4-rcp45,932,6494.305974
2038,CCSM4-rcp45,941,3218.402609
2038,CCSM4-rcp45,942,102.295571
2038,CCSM4-rcp45,943,898.434577
2038,CCSM4-rcp45,951,4432.064375
2038,CCSM4-rcp45,997,450.140433
2038,CCSM4-rcp45,998,536.018379
2038,CCSM4-rcp45,999,561.310731
2038,CCSM4-rcp85,183,1435.105455
2038,CCSM4-rcp85,201,86161.731208
2038,CCSM4-rcp85,202,62.049802
2038,CCSM4-rcp85,221,7831.473156
2038,CCSM4-rcp85,222,447.885612
2038,CCSM4-rcp85,224,574.556288
2038,CCSM4-rcp85,261,255.017419
2038,CCSM4-rcp85,262,141.862797
2038,CCSM4-rcp85,264,451.248386
2038,CCSM4-rcp85,267,1759.361504
2038,CCSM4-rcp85,301,1001.233986
2038,CCSM4-rcp85,304,96.07553
2038,CCSM4-rcp85,305,45.444866
2038,CCSM4-rcp85,361,39.998745
2038,CCSM4-rcp85,704,19.475418
2038,CCSM4-rcp85,709,92.374046
2038,CCSM4-rcp85,722,180.69557
2038,CCSM4-rcp85,911,4411.6344
2038,CCSM4-rcp85,912,1525.385875
2038,CCSM4-rcp85,922,975.870323
2038,CCSM4-rcp85,923,4149.014969
2038,CCSM4-rcp85,932,2177.064175
2038,CCSM4-rcp85,941,3711.821633
2038,CCSM4-rcp85,942,23.616796
2038,CCSM4-rcp85,943,484.877683
2038,CCSM4-rcp85,951,2991.54067
2038,CCSM4-rcp85,997,389.418641
2038,CCSM4-rcp85,998,487.566411
2038,CCSM4-rcp85,999,395.855216
2038,Ensemble-rcp45,183,1931.826466
2038,Ensemble-rcp45,201,86182.94502
2038,Ensemble-rcp45,202,87.979965
2038,Ensemble-rcp45,221,8246.645795
2038,Ensemble-rcp45,222,625.624068
2038,Ensemble-rcp45,223,155.09825
2038,Ensemble-rcp45,224,726.174757
2038,Ensemble-rcp45,261,229.098628
2038,Ensemble-rcp45,262,38.486254
2038,Ensemble-rcp45,264,432.287047
2038,Ensemble-rcp45,267,269.713395
2038,Ensemble-rcp45,301,1663.355621
2038,Ensemble-rcp45,304,110.372163
2038,Ensemble-rcp45,305,55.028905
2038,Ensemble-rcp45,709,62.912148
2038,Ensemble-rcp45,722,184.526126
2038,Ensemble-rcp45,911,4490.185564
2038,Ensemble-rcp45,912,1245.174499
2038,Ensemble-rcp45,922,1193.006575
2038,Ensemble-rcp45,923,4472.727767
2038,Ensemble-rcp45,924,31.532959
2038,Ensemble-rcp45,932,2388.471137
2038,Ensemble-rcp45,941,2870.762109
2038,Ensemble-rcp45,943,420.644732
2038,Ensemble-rcp45,951,3067.871963
2038,Ensemble-rcp45,997,396.97957
2038,Ensemble-rcp45,998,500.299008
2038,Ensemble-rcp45,999,239.526089
2038,Ensemble-rcp85,183,1896.984919
2038,Ensemble-rcp85,201,85403.42204
2038,Ensemble-rcp85,202,45.057329
2038,Ensemble-rcp85,221,8283.528212
2038,Ensemble-rcp85,222,637.412396
2038,Ensemble-rcp85,223,85.458223
2038,Ensemble-rcp85,224,773.677628
2038,Ensemble-rcp85,261,291.072707
2038,Ensemble-rcp85,264,358.130278
2038,Ensemble-rcp85,267,665.814578
2038,Ensemble-rcp85,301,1685.938841
2038,Ensemble-rcp85,304,174.129159
2038,Ensemble-rcp85,305,55.028905
2038,Ensemble-rcp85,709,62.912148
2038,Ensemble-rcp85,722,282.600902
2038,Ensemble-rcp85,911,4466.18275
2038,Ensemble-rcp85,912,1531.459303
2038,Ensemble-rcp85,922,1220.070303
2038,Ensemble-rcp85,923,4291.799052
2038,Ensemble-rcp85,924,7.543181
2038,Ensemble-rcp85,932,2540.593897
2038,Ensemble-rcp85,941,2857.065836
2038,Ensemble-rcp85,942,23.616796
2038,Ensemble-rcp85,943,515.375491
2038,Ensemble-rcp85,951,3151.280656
2038,Ensemble-rcp85,997,436.035792
2038,Ensemble-rcp85,998,432.845788
2038,Ensemble-rcp85,999,144.21947
2038,GFDLCM3-rcp45,183,1680.471962
2038,GFDLCM3-rcp45,201,86042.509591
2038,GFDLCM3-rcp45,202,25.930163
2038,GFDLCM3-rcp45,221,8219.438881
2038,GFDLCM3-rcp45,222,663.506597
2038,GFDLCM3-rcp45,224,736.576096
2038,GFDLCM3-rcp45,261,272.243583
2038,GFDLCM3-rcp45,262,39.998745
2038,GFDLCM3-rcp45,264,483.634311
2038,GFDLCM3-rcp45,267,1517.821386
2038,GFDLCM3-rcp45,301,1553.764577
2038,GFDLCM3-rcp45,304,173.588888
2038,GFDLCM3-rcp45,305,55.028905
2038,GFDLCM3-rcp45,709,62.912148
2038,GFDLCM3-rcp45,722,188.292325
2038,GFDLCM3-rcp45,911,4276.828176
2038,GFDLCM3-rcp45,912,1392.78752
2038,GFDLCM3-rcp45,922,1097.394827
2038,GFDLCM3-rcp45,923,4260.291668
2038,GFDLCM3-rcp45,924,67.158698
2038,GFDLCM3-rcp45,932,2281.323485
2038,GFDLCM3-rcp45,941,2673.558474
2038,GFDLCM3-rcp45,942,23.616796
2038,GFDLCM3-rcp45,943,470.883751
2038,GFDLCM3-rcp45,951,2681.258499
2038,GFDLCM3-rcp45,997,480.700691
2038,GFDLCM3-rcp45,998,548.965318
2038,GFDLCM3-rcp45,999,348.770519
2038,GFDLCM3-rcp85,183,1173.554164
2038,GFDLCM3-rcp85,201,87897.146249
2038,GFDLCM3-rcp85,202,25.930163
2038,GFDLCM3-rcp85,221,8551.729589
2038,GFDLCM3-rcp85,222,486.395077
2038,GFDLCM3-rcp85,224,667.606465
2038,GFDLCM3-rcp85,261,168.134336
2038,GFDLCM3-rcp85,264,453.665034
2038,GFDLCM3-rcp85,267,1465.368106
2038,GFDLCM3-rcp85,301,1252.150361
2038,GFDLCM3-rcp85,304,59.534346
2038,GFDLCM3-rcp85,305,55.028905
2038,GFDLCM3-rcp85,709,84.273481
2038,GFDLCM3-rcp85,722,193.859966
2038,GFDLCM3-rcp85,911,3849.795754
2038,GFDLCM3-rcp85,912,1538.846676
2038,GFDLCM3-rcp85,922,963.034173
2038,GFDLCM3-rcp85,923,4634.885371
2038,GFDLCM3-rcp85,924,220.554195
2038,GFDLCM3-rcp85,932,2397.136059
2038,GFDLCM3-rcp85,941,2180.185674
2038,GFDLCM3-rcp85,942,23.616796
2038,GFDLCM3-rcp85,943,540.441111
2038,GFDLCM3-rcp85,951,1898.416335
2038,GFDLCM3-rcp85,997,480.700691
2038,GFDLCM3-rcp85,998,548.728326
2038,GFDLCM3-rcp85,999,508.539177
2038,HadGEM2ES-rcp45,183,972.169363
2038,HadGEM2ES-rcp45,201,83656.960671
2038,HadGEM2ES-rcp45,221,7504.63699
2038,HadGEM2ES-rcp45,222,744.228328
2038,HadGEM2ES-rcp45,223,12.421637
2038,HadGEM2ES-rcp45,224,1152.992099
2038,HadGEM2ES-rcp45,241,42.922636
2038,HadGEM2ES-rcp45,261,1023.164134
2038,HadGEM2ES-rcp45,262,22.472711
2038,HadGEM2ES-rcp45,264,344.766776
2038,HadGEM2ES-rcp45,301,1483.256155
2038,HadGEM2ES-rcp45,304,168.288407
2038,HadGEM2ES-rcp45,305,77.747305
2038,HadGEM2ES-rcp45,702,11.53245
2038,HadGEM2ES-rcp45,709,68.100009
2038,HadGEM2ES-rcp45,722,68.846352
2038,HadGEM2ES-rcp45,911,4439.946866
2038,HadGEM2ES-rcp45,912,1241.289058
2038,HadGEM2ES-rcp45,922,1825.014973
2038,HadGEM2ES-rcp45,923,4935.143757
2038,HadGEM2ES-rcp45,924,141.231994
2038,HadGEM2ES-rcp45,932,4400.040955
2038,HadGEM2ES-rcp45,941,2686.705906
2038,HadGEM2ES-rcp45,942,48.521788
2038,HadGEM2ES-rcp45,943,486.97102
2038,HadGEM2ES-rcp45,951,2510.071781
2038,HadGEM2ES-rcp45,953,195.147496
2038,HadGEM2ES-rcp45,997,447.650651
2038,HadGEM2ES-rcp45,998,464.052793
2038,HadGEM2ES-rcp45,999,1142.961519
2038,HadGEM2ES-rcp85,183,942.756506
2038,HadGEM2ES-rcp85,201,84596.098326
2038,HadGEM2ES-rcp85,221,7827.926337
2038,HadGEM2ES-rcp85,222,354.050677
2038,HadGEM2ES-rcp85,223,18.154181
2038,HadGEM2ES-rcp85,224,897.190201
2038,HadGEM2ES-rcp85,241,42.922636
2038,HadGEM2ES-rcp85,261,950.240034
2038,HadGEM2ES-rcp85,262,133.814395
2038,HadGEM2ES-rcp85,264,487.650704
2038,HadGEM2ES-rcp85,267,61.743663
2038,HadGEM2ES-rcp85,301,325.287189
2038,HadGEM2ES-rcp85,304,7.807526
2038,HadGEM2ES-rcp85,305,45.444866
2038,HadGEM2ES-rcp85,361,39.998745
2038,HadGEM2ES-rcp85,702,192.919579
2038,HadGEM2ES-rcp85,704,19.475418
2038,HadGEM2ES-rcp85,709,85.872055
2038,HadGEM2ES-rcp85,722,233.7989
2038,HadGEM2ES-rcp85,911,4211.350104
2038,HadGEM2ES-rcp85,912,1690.379105
2038,HadGEM2ES-rcp85,922,1583.094905
2038,HadGEM2ES-rcp85,923,4845.253841
2038,HadGEM2ES-rcp85,924,216.47093
2038,HadGEM2ES-rcp85,932,3387.540279
2038,HadGEM2ES-rcp85,941,3463.670885
2038,HadGEM2ES-rcp85,942,130.072662
2038,HadGEM2ES-rcp85,943,787.460899
2038,HadGEM2ES-rcp85,951,3115.651467
2038,HadGEM2ES-rcp85,953,175.346371
2038,HadGEM2ES-rcp85,997,437.136654
2038,HadGEM2ES-rcp85,998,507.756222
2038,HadGEM2ES-rcp85,999,504.920318
2038,NoClimate,183,2290.533589
2038,NoClimate,201,85328.327685
2038,NoClimate,202,62.049802
2038,NoClimate,221,7686.071772
2038,NoClimate,222,590.438574
2038,NoClimate,224,643.27435
2038,NoClimate,241,122.735025
2038,NoClimate,261,486.908127
2038,NoClimate,262,210.667451
2038,NoClimate,263,39.998745
2038,NoClimate,264,569.651615
2038,NoClimate,267,487.786025
2038,NoClimate,268,72.005217
2038,NoClimate,281,49.074073
2038,NoClimate,301,2906.288841
2038,NoClimate,304,382.965279
2038,NoClimate,305,45.444866
2038,NoClimate,361,39.998745
2038,NoClimate,704,19.475418
2038,NoClimate,709,62.912148
2038,NoClimate,722,138.523355
2038,NoClimate,911,4276.465617
2038,NoClimate,912,762.90556
2038,NoClimate,922,648.003227
2038,NoClimate,923,4225.5242
2038,NoClimate,932,2008.101808
2038,NoClimate,941,3158.059514
2038,NoClimate,943,357.488767
2038,NoClimate,951,3685.873735
2038,NoClimate,997,458.632087
2038,NoClimate,998,312.272903
2038,NoClimate,999,190.79846
2043,CCSM4-rcp45,183,1619.438334
2043,CCSM4-rcp45,201,79553.906397
2043,CCSM4-rcp45,221,8588.348973
2043,CCSM4-rcp45,222,389.333173
2043,CCSM4-rcp45,223,576.574779
2043,CCSM4-rcp45,224,1313.02839
2043,CCSM4-rcp45,261,282.499818
2043,CCSM4-rcp45,264,133.3375
2043,CCSM4-rcp45,267,61.743663
2043,CCSM4-rcp45,301,1229.96576
2043,CCSM4-rcp45,304,79.580778
2043,CCSM4-rcp45,305,77.747305
2043,CCSM4-rcp45,361,39.998745
2043,CCSM4-rcp45,702,188.563075
2043,CCSM4-rcp45,704,16.525792
2043,CCSM4-rcp45,709,168.259065
2043,CCSM4-rcp45,722,314.9464
2043,CCSM4-rcp45,911,3989.231278
2043,CCSM4-rcp45,912,2179.091414
2043,CCSM4-rcp45,922,1368.030482
2043,CCSM4-rcp45,923,3720.246938
2043,CCSM4-rcp45,924,143.61824
2043,CCSM4-rcp45,932,7083.739442
2043,CCSM4-rcp45,941,3001.087431
2043,CCSM4-rcp45,942,33.259337
2043,CCSM4-rcp45,943,843.635391
2043,CCSM4-rcp45,951,3888.820996
2043,CCSM4-rcp45,997,441.68005
2043,CCSM4-rcp45,998,611.767269
2043,CCSM4-rcp45,999,381.250365
2043,CCSM4-rcp85,183,1202.9438
2043,CCSM4-rcp85,201,87380.413047
2043,CCSM4-rcp85,221,8502.127278
2043,CCSM4-rcp85,222,347.279561
2043,CCSM4-rcp85,224,744.163723
2043,CCSM4-rcp85,261,199.186709
2043,CCSM4-rcp85,262,99.606429
2043,CCSM4-rcp85,264,444.582721
2043,CCSM4-rcp85,267,1686.488987
2043,CCSM4-rcp85,301,888.440573
2043,CCSM4-rcp85,304,91.692116
2043,CCSM4-rcp85,305,55.028905
2043,CCSM4-rcp85,709,87.395735
2043,CCSM4-rcp85,722,129.932582
2043,CCSM4-rcp85,911,4068.699197
2043,CCSM4-rcp85,912,1743.253891
2043,CCSM4-rcp85,922,744.234489
2043,CCSM4-rcp85,923,3857.832958
2043,CCSM4-rcp85,932,1971.063472
2043,CCSM4-rcp85,941,3646.314221
2043,CCSM4-rcp85,942,58.698945
2043,CCSM4-rcp85,943,457.557472
2043,CCSM4-rcp85,951,2674.977363
2043,CCSM4-rcp85,997,389.418641
2043,CCSM4-rcp85,998,539.679872
2043,CCSM4-rcp85,999,308.243893
2043,Ensemble-rcp45,183,1827.965285
2043,Ensemble-rcp45,201,86377.501027
2043,Ensemble-rcp45,202,45.057329
2043,Ensemble-rcp45,221,8762.626083
2043,Ensemble-rcp45,222,535.792871
2043,Ensemble-rcp45,223,339.298112
2043,Ensemble-rcp45,224,908.969653
2043,Ensemble-rcp45,261,178.60107
2043,Ensemble-rcp45,264,470.35222
2043,Ensemble-rcp45,267,263.33087
2043,Ensemble-rcp45,301,1617.809766
2043,Ensemble-rcp45,304,110.372163
2043,Ensemble-rcp45,305,55.028905
2043,Ensemble-rcp45,709,89.763109
2043,Ensemble-rcp45,722,168.849384
2043,Ensemble-rcp45,911,4454.623967
2043,Ensemble-rcp45,912,1205.501376
2043,Ensemble-rcp45,922,1018.722547
2043,Ensemble-rcp45,923,4070.429969
2043,Ensemble-rcp45,924,56.320019
2043,Ensemble-rcp45,932,2395.142949
2043,Ensemble-rcp45,941,2957.851974
2043,Ensemble-rcp45,942,23.616796
2043,Ensemble-rcp45,943,393.783976
2043,Ensemble-rcp45,951,2730.039016
2043,Ensemble-rcp45,997,429.937168
2043,Ensemble-rcp45,998,510.530583
2043,Ensemble-rcp45,999,321.438393
2043,Ensemble-rcp85,183,1582.566738
2043,Ensemble-rcp85,201,85827.582231
2043,Ensemble-rcp85,202,45.057329
2043,Ensemble-rcp85,221,9390.89008700001
2043,Ensemble-rcp85,222,625.19181
2043,Ensemble-rcp85,223,162.186536
2043,Ensemble-rcp85,224,702.998031
2043,Ensemble-rcp85,261,160.426759
2043,Ensemble-rcp85,264,339.096434
2043,Ensemble-rcp85,267,554.727779
2043,Ensemble-rcp85,301,1614.918332
2043,Ensemble-rcp85,304,110.203237
2043,Ensemble-rcp85,305,77.747305
2043,Ensemble-rcp85,702,32.526832
2043,Ensemble-rcp85,709,77.680564
2043,Ensemble-rcp85,722,123.217915
2043,Ensemble-rcp85,911,4247.558875
2043,Ensemble-rcp85,912,1602.711433
2043,Ensemble-rcp85,922,1104.644739
2043,Ensemble-rcp85,923,3863.216098
2043,Ensemble-rcp85,924,7.543181
2043,Ensemble-rcp85,932,2581.394609
2043,Ensemble-rcp85,941,2928.757695
2043,Ensemble-rcp85,942,35.173633
2043,Ensemble-rcp85,943,532.583213
2043,Ensemble-rcp85,951,2800.323733
2043,Ensemble-rcp85,997,415.123819
2043,Ensemble-rcp85,998,510.546493
2043,Ensemble-rcp85,999,262.66114
2043,GFDLCM3-rcp45,183,1391.214908
2043,GFDLCM3-rcp45,201,86931.105679
2043,GFDLCM3-rcp45,202,25.930163
2043,GFDLCM3-rcp45,221,9085.679798
2043,GFDLCM3-rcp45,222,553.639572
2043,GFDLCM3-rcp45,224,898.461848
2043,GFDLCM3-rcp45,261,217.207104
2043,GFDLCM3-rcp45,264,483.634311
2043,GFDLCM3-rcp45,267,1376.174883
2043,GFDLCM3-rcp45,301,1475.465523
2043,GFDLCM3-rcp45,304,146.931284
2043,GFDLCM3-rcp45,305,55.028905
2043,GFDLCM3-rcp45,709,110.637689
2043,GFDLCM3-rcp45,722,203.016352
2043,GFDLCM3-rcp45,911,4164.492237
2043,GFDLCM3-rcp45,912,1605.959977
2043,GFDLCM3-rcp45,922,808.795086
2043,GFDLCM3-rcp45,923,3747.383902
2043,GFDLCM3-rcp45,924,67.158698
2043,GFDLCM3-rcp45,932,2111.745716
2043,GFDLCM3-rcp45,941,2650.515869
2043,GFDLCM3-rcp45,942,23.616796
2043,GFDLCM3-rcp45,943,456.609138
2043,GFDLCM3-rcp45,951,2511.317989
2043,GFDLCM3-rcp45,997,403.50896
2043,GFDLCM3-rcp45,998,580.888968
2043,GFDLCM3-rcp45,999,233.135225
2043,GFDLCM3-rcp85,183,1000.66194
2043,GFDLCM3-rcp85,201,88431.033728
2043,GFDLCM3-rcp85,202,25.930163
2043,GFDLCM3-rcp85,221,9555.58482700001
2043,GFDLCM3-rcp85,222,475.04946
2043,GFDLCM3-rcp85,224,738.84734
2043,GFDLCM3-rcp85,261,168.134336
2043,GFDLCM3-rcp85,264,454.678379
2043,GFDLCM3-rcp85,267,1345.792626
2043,GFDLCM3-rcp85,301,1180.769533
2043,GFDLCM3-rcp85,304,116.587158
2043,GFDLCM3-rcp85,305,55.028905
2043,GFDLCM3-rcp85,361,9.877297
2043,GFDLCM3-rcp85,702,32.526832
2043,GFDLCM3-rcp85,709,94.493879
2043,GFDLCM3-rcp85,722,201.62266
2043,GFDLCM3-rcp85,911,3665.638849
2043,GFDLCM3-rcp85,912,1605.688895
2043,GFDLCM3-rcp85,922,796.97235
2043,GFDLCM3-rcp85,923,3759.998704
2043,GFDLCM3-rcp85,924,307.345288
2043,GFDLCM3-rcp85,932,2389.161891
2043,GFDLCM3-rcp85,941,2136.887291
2043,GFDLCM3-rcp85,942,23.616796
2043,GFDLCM3-rcp85,943,480.942598
2043,GFDLCM3-rcp85,951,1708.230354
2043,GFDLCM3-rcp85,997,415.123819
2043,GFDLCM3-rcp85,998,568.799484
2043,GFDLCM3-rcp85,999,574.231198
2043,HadGEM2ES-rcp45,183,833.128225
2043,HadGEM2ES-rcp45,201,83925.995759
2043,HadGEM2ES-rcp45,221,8080.517545
2043,HadGEM2ES-rcp45,222,608.834851
2043,HadGEM2ES-rcp45,223,88.454069
2043,HadGEM2ES-rcp45,224,1407.553263
2043,HadGEM2ES-rcp45,261,866.196072
2043,HadGEM2ES-rcp45,262,22.472711
2043,HadGEM2ES-rcp45,264,382.831949
2043,HadGEM2ES-rcp45,301,1267.716412
2043,HadGEM2ES-rcp45,304,168.288407
2043,HadGEM2ES-rcp45,305,55.028905
2043,HadGEM2ES-rcp45,361,9.877297
2043,HadGEM2ES-rcp45,709,84.273481
2043,HadGEM2ES-rcp45,722,87.072498
2043,HadGEM2ES-rcp45,911,4293.913693
2043,HadGEM2ES-rcp45,912,1277.274012
2043,HadGEM2ES-rcp45,922,1433.992375
2043,HadGEM2ES-rcp45,923,4339.466452
2043,HadGEM2ES-rcp45,924,165.293406
2043,HadGEM2ES-rcp45,932,5054.388551
2043,HadGEM2ES-rcp45,941,2602.6624
2043,HadGEM2ES-rcp45,942,48.521788
2043,HadGEM2ES-rcp45,943,552.344845
2043,HadGEM2ES-rcp45,951,2384.308311
2043,HadGEM2ES-rcp45,953,274.993841
2043,HadGEM2ES-rcp45,997,472.735071
2043,HadGEM2ES-rcp45,998,488.228043
2043,HadGEM2ES-rcp45,999,1042.892348
2043,HadGEM2ES-rcp85,183,835.248066
2043,HadGEM2ES-rcp85,201,85440.510859
2043,HadGEM2ES-rcp85,221,8351.069515
2043,HadGEM2ES-rcp85,222,292.317048
2043,HadGEM2ES-rcp85,223,11.529721
2043,HadGEM2ES-rcp85,224,1184.362454
2043,HadGEM2ES-rcp85,241,42.922636
2043,HadGEM2ES-rcp85,261,993.855616
2043,HadGEM2ES-rcp85,262,133.814395
2043,HadGEM2ES-rcp85,264,487.650704
2043,HadGEM2ES-rcp85,267,61.743663
2043,HadGEM2ES-rcp85,301,208.723591
2043,HadGEM2ES-rcp85,304,11.67527
2043,HadGEM2ES-rcp85,305,45.444866
2043,HadGEM2ES-rcp85,702,99.475772
2043,HadGEM2ES-rcp85,704,19.475418
2043,HadGEM2ES-rcp85,709,113.554672
2043,HadGEM2ES-rcp85,722,293.817569
2043,HadGEM2ES-rcp85,911,3672.38437
2043,HadGEM2ES-rcp85,912,1769.359434
2043,HadGEM2ES-rcp85,922,1330.323794
2043,HadGEM2ES-rcp85,923,4301.512386
2043,HadGEM2ES-rcp85,924,340.853812
2043,HadGEM2ES-rcp85,932,3850.008001
2043,HadGEM2ES-rcp85,941,3101.596912
2043,HadGEM2ES-rcp85,942,48.963712
2043,HadGEM2ES-rcp85,943,777.835092
2043,HadGEM2ES-rcp85,951,2890.370365
2043,HadGEM2ES-rcp85,953,180.605275
2043,HadGEM2ES-rcp85,997,463.170835
2043,HadGEM2ES-rcp85,998,519.974753
2043,HadGEM2ES-rcp85,999,445.106004
2043,NoClimate,183,2093.975223
2043,NoClimate,201,85422.94113
2043,NoClimate,202,19.127166
2043,NoClimate,221,8183.92401
2043,NoClimate,222,552.504661
2043,NoClimate,224,816.426459
2043,NoClimate,241,160.50869
2043,NoClimate,261,486.908127
2043,NoClimate,262,210.667451
2043,NoClimate,263,39.998745
2043,NoClimate,264,557.976345
2043,NoClimate,267,542.771876
2043,NoClimate,268,72.005217
2043,NoClimate,281,89.072818
2043,NoClimate,301,3070.315366
2043,NoClimate,304,395.259185
2043,NoClimate,305,45.444866
2043,NoClimate,361,39.998745
2043,NoClimate,709,62.912148
2043,NoClimate,722,118.06379
2043,NoClimate,911,4162.849167
2043,NoClimate,912,771.5215
2043,NoClimate,922,554.151475
2043,NoClimate,923,3875.78969
2043,NoClimate,932,2005.568776
2043,NoClimate,941,3127.459994
2043,NoClimate,943,348.037234
2043,NoClimate,951,3498.8407
2043,NoClimate,997,427.900825
2043,NoClimate,998,312.272903
2043,NoClimate,999,254.062298
2048,CCSM4-rcp45,183,1469.646951
2048,CCSM4-rcp45,201,80146.51483
2048,CCSM4-rcp45,221,8726.18071300001
2048,CCSM4-rcp45,222,395.89698
2048,CCSM4-rcp45,223,1291.729
2048,CCSM4-rcp45,224,1628.91132
2048,CCSM4-rcp45,261,267.462084
2048,CCSM4-rcp45,264,133.3375
2048,CCSM4-rcp45,267,61.743663
2048,CCSM4-rcp45,301,1110.335011
2048,CCSM4-rcp45,304,123.398068
2048,CCSM4-rcp45,305,77.747305
2048,CCSM4-rcp45,361,39.998745
2048,CCSM4-rcp45,702,213.075061
2048,CCSM4-rcp45,704,31.294208
2048,CCSM4-rcp45,709,184.994845
2048,CCSM4-rcp45,722,270.317272
2048,CCSM4-rcp45,911,3718.127302
2048,CCSM4-rcp45,912,2087.524814
2048,CCSM4-rcp45,922,1087.103813
2048,CCSM4-rcp45,923,3517.21788
2048,CCSM4-rcp45,924,143.61824
2048,CCSM4-rcp45,925,8.549306
2048,CCSM4-rcp45,932,6887.178971
2048,CCSM4-rcp45,941,2824.154952
2048,CCSM4-rcp45,942,101.43521
2048,CCSM4-rcp45,943,894.08765
2048,CCSM4-rcp45,951,3301.755849
2048,CCSM4-rcp45,997,455.040333
2048,CCSM4-rcp45,998,611.767269
2048,CCSM4-rcp45,999,509.111435
2048,CCSM4-rcp85,183,1025.534723
2048,CCSM4-rcp85,201,88542.369788
2048,CCSM4-rcp85,221,8548.331577
2048,CCSM4-rcp85,222,291.194519
2048,CCSM4-rcp85,224,739.54789
2048,CCSM4-rcp85,261,185.677168
2048,CCSM4-rcp85,262,62.471456
2048,CCSM4-rcp85,264,481.717694
2048,CCSM4-rcp85,267,1626.65396
2048,CCSM4-rcp85,301,843.175062
2048,CCSM4-rcp85,304,72.390242
2048,CCSM4-rcp85,305,55.028905
2048,CCSM4-rcp85,709,137.724113
2048,CCSM4-rcp85,722,68.161659
2048,CCSM4-rcp85,911,3787.373821
2048,CCSM4-rcp85,912,1705.461369
2048,CCSM4-rcp85,922,679.705255
2048,CCSM4-rcp85,923,3482.401937
2048,CCSM4-rcp85,932,1930.442412
2048,CCSM4-rcp85,941,3279.897203
2048,CCSM4-rcp85,942,92.253259
2048,CCSM4-rcp85,943,472.729933
2048,CCSM4-rcp85,951,2176.877641
2048,CCSM4-rcp85,997,435.736522
2048,CCSM4-rcp85,998,539.679872
2048,CCSM4-rcp85,999,1056.7186
