start_vol,accretion_vol,mortality_vol,removed_vol,year,climate,acres,district
174221018.177378,14808536.306385,7933303.91347,4848275.542805,2068,Ensemble-rcp45,15152.209702,"Eugene District"
25412285.90073,3672991.02445,1162182.56282,1159764.381775,2068,Ensemble-rcp45,7516.759292,"Lakeview District"
371231168.816399,33033611.74167,16415281.212115,5064125.491384,2068,Ensemble-rcp45,42540.8427829999,"Medford District"
235381899.417433,18015070.67885,10340732.309225,2647482.305691,2068,Ensemble-rcp45,20655.179195,"Roseburg District"
223642074.705556,19725944.307655,13334516.75841,5489475.388591,2068,Ensemble-rcp45,19606.379064,"Salem District"
196349088.850312,11642252.11206,18217862.334775,2677844.127058,2068,Ensemble-rcp85,16847.886544,"Coos Bay District"
164191811.47778,12471990.017545,13089070.919615,5585447.467281,2068,Ensemble-rcp85,15152.209702,"Eugene District"
23257738.07251,3943090.51307,987485.28035,794644.725856,2068,Ensemble-rcp85,7516.759292,"Lakeview District"
300839363.152997,24807486.6655601,28016208.83152,4488084.664827,2068,Ensemble-rcp85,42540.8427829999,"Medford District"
192704045.19289,12254077.314045,22794148.967105,2713463.189558,2068,Ensemble-rcp85,20655.179195,"Roseburg District"
201775825.701791,17018704.95475,15295960.02775,6338759.55613,2068,Ensemble-rcp85,19606.379064,"Salem District"
248730610.828907,19900916.51797,12108095.101695,2808979.400956,2068,NoClimate,16847.886544,"Coos Bay District"
188022205.10636,17486609.085305,9472672.47766,4280532.923889,2068,NoClimate,15152.209702,"Eugene District"
33158678.811328,4793942.925795,1350438.814175,1268814.129583,2068,NoClimate,7516.759292,"Lakeview District"
442063554.335012,37334813.749225,14933901.088735,5461660.43102,2068,NoClimate,42540.8427829999,"Medford District"
269055989.684533,21130727.21092,11000143.70292,4408951.57089,2068,NoClimate,20655.179195,"Roseburg District"
252381100.100114,23997712.07262,13062865.628915,5372734.020082,2068,NoClimate,19606.379064,"Salem District"
224749302.681891,15195139.374635,10214693.754175,3558141.740583,2073,Ensemble-rcp45,16847.886544,"Coos Bay District"
176248550.506067,14360299.586605,7912309.53828,4760014.379946,2073,Ensemble-rcp45,15152.209702,"Eugene District"
26765441.55997,3581591.649065,1164016.9542,1350154.776431,2073,Ensemble-rcp45,7516.759292,"Lakeview District"
382755644.661843,32790494.578465,17109158.07439,5273745.231771,2073,Ensemble-rcp45,42540.8427829999,"Medford District"
240395633.789745,17659596.55973,10662106.605705,3562093.101717,2073,Ensemble-rcp45,20655.179195,"Roseburg District"
224544485.704521,19170071.478485,13192910.285265,4355318.364924,2073,Ensemble-rcp45,19606.379064,"Salem District"
187096112.754586,10218075.58123,21658185.24862,3264330.135096,2073,Ensemble-rcp85,16847.886544,"Coos Bay District"
157989533.162995,11057448.98087,16317477.879755,4968513.997993,2073,Ensemble-rcp85,15152.209702,"Eugene District"
25419426.012239,3990967.195445,979281.23774,1766677.95726,2073,Ensemble-rcp85,7516.759292,"Lakeview District"
293125967.357798,22227074.42981,33132710.40759,4903215.860319,2073,Ensemble-rcp85,42540.8427829999,"Medford District"
179445729.273495,10198849.0285,27557415.226935,3026913.968852,2073,Ensemble-rcp85,20655.179195,"Roseburg District"
197159555.402518,15953518.38167,15845944.533035,4722755.078297,2073,Ensemble-rcp85,19606.379064,"Salem District"
253714561.324987,19525188.055945,12097434.48243,3573610.049113,2073,NoClimate,16847.886544,"Coos Bay District"
191754657.376654,17079716.435785,9372911.843305,4654028.296611,2073,NoClimate,15152.209702,"Eugene District"
35333643.525048,4793056.011405,1463491.94716,811546.715239,2073,NoClimate,7516.759292,"Lakeview District"
458966779.781228,37094670.95631,15895711.65523,5895652.35839,2073,NoClimate,42540.8427829999,"Medford District"
274767491.268565,20784462.53273,11208227.751405,3507662.804811,2073,NoClimate,20655.179195,"Roseburg District"
257943438.771283,23866544.62746,13096597.35876,4341063.47307,2073,NoClimate,19606.379064,"Salem District"
226170392.321037,14626073.426705,10257926.4694,3933468.88189,2078,Ensemble-rcp45,16847.886544,"Coos Bay District"
177935439.096069,14013234.17339,8074484.20374499,3445437.61432,2078,Ensemble-rcp45,15152.209702,"Eugene District"
27832595.639212,3519103.20312,1197188.64089,1174735.151557,2078,Ensemble-rcp45,7516.759292,"Lakeview District"
393132558.773003,32061873.41957,17834222.59434,7022412.196552,2078,Ensemble-rcp45,42540.8427829999,"Medford District"
243820463.478423,17080035.180985,11094672.698,4296347.292542,2078,Ensemble-rcp45,20655.179195,"Roseburg District"
226165327.288362,18890224.578645,13322984.862885,3026522.278855,2078,Ensemble-rcp45,19606.379064,"Salem District"
172392046.90578,8599477.09786501,27019973.493135,2751189.699901,2078,Ensemble-rcp85,16847.886544,"Coos Bay District"
147761801.244224,9555075.23798999,19533296.073865,4561900.81882,2078,Ensemble-rcp85,15152.209702,"Eugene District"
26665490.42376,4091231.48788,1007103.3204,1390823.924293,2078,Ensemble-rcp85,7516.759292,"Lakeview District"
277294230.410998,19198738.28472,38983237.6823101,4889762.53381,2078,Ensemble-rcp85,42540.8427829999,"Medford District"
159054992.319744,8127252.475225,31318064.237635,2980008.81994,2078,Ensemble-rcp85,20655.179195,"Roseburg District"
192543079.037566,14961207.168135,16725116.77031,5858843.979779,2078,Ensemble-rcp85,19606.379064,"Salem District"
257568015.176806,19056430.4414,11948347.872545,3846711.032959,2078,NoClimate,16847.886544,"Coos Bay District"
194806879.109213,16736837.86333,9374570.692765,3002311.192767,2078,NoClimate,15152.209702,"Eugene District"
37850112.37009,4619193.740735,1530246.85938,1747432.110219,2078,NoClimate,7516.759292,"Lakeview District"
474240220.414819,36339679.69643,16224154.893935,7633855.97692,2078,NoClimate,42540.8427829999,"Medford District"
280824756.72609,20431460.789875,11265139.94209,2794560.090482,2078,NoClimate,20655.179195,"Roseburg District"
264371387.629229,23398522.83974,13121381.74715,4355662.948344,2078,NoClimate,19606.379064,"Salem District"
226602541.438959,14145582.96057,10468340.94184,3382996.131926,2083,Ensemble-rcp45,16847.886544,"Coos Bay District"
180426079.716755,13651721.46996,8172637.396335,3721346.581075,2083,Ensemble-rcp45,15152.209702,"Eugene District"
28978161.393973,3459362.791145,1217132.605905,1069489.629984,2083,Ensemble-rcp45,7516.759292,"Lakeview District"
400308129.69291,31329242.1020151,18715384.565005,6214799.513991,2083,Ensemble-rcp45,42540.8427829999,"Medford District"
245498728.94284,16417201.53861,11498803.74576,4364611.879967,2083,Ensemble-rcp45,20655.179195,"Roseburg District"
228708108.294166,18544711.568985,13428094.45943,3780929.720964,2083,Ensemble-rcp45,19606.379064,"Salem District"
151219807.499317,6705554.54721,33577152.05522,3156766.03492,2083,Ensemble-rcp85,16847.886544,"Coos Bay District"
133219682.113884,7867856.502705,22284049.030015,5017304.866159,2083,Ensemble-rcp85,15152.209702,"Eugene District"
28357520.940039,4127645.41932,982132.53413,1422715.904363,2083,Ensemble-rcp85,7516.759292,"Lakeview District"
252597759.041319,16188896.46162,42561285.9438799,6588815.927837,2083,Ensemble-rcp85,42540.8427829999,"Medford District"
132880582.671129,6442010.812815,30165479.89528,1879231.343241,2083,Ensemble-rcp85,20655.179195,"Roseburg District"
184925391.636643,13884320.475055,19096100.10765,4175669.815621,2083,Ensemble-rcp85,19606.379064,"Salem District"
260827569.52216,18496619.876245,11706436.634625,3912827.740979,2083,NoClimate,16847.886544,"Coos Bay District"
199164425.114613,16417987.49451,9310054.28905501,3305391.314833,2083,NoClimate,15152.209702,"Eugene District"
39188574.680446,4522447.030435,1534352.72654,1410350.184972,2083,NoClimate,7516.759292,"Lakeview District"
486681823.911606,35813262.1928501,16600060.79131,6436464.035223,2083,NoClimate,42540.8427829999,"Medford District"
287181089.583962,20091633.2024,11418968.4396,2935340.986302,2083,NoClimate,20655.179195,"Roseburg District"
270296035.931163,23010120.43629,13129117.533395,4793379.050273,2083,NoClimate,19606.379064,"Salem District"
226895706.8291,13639578.537175,10684680.083925,3092689.991162,2088,Ensemble-rcp45,16847.886544,"Coos Bay District"
182182605.239026,13308324.79802,8281761.567375,3511058.825897,2088,Ensemble-rcp45,15152.209702,"Eugene District"
30149359.253798,3375541.37616,1269644.77018,1425997.667191,2088,Ensemble-rcp45,7516.759292,"Lakeview District"
406669237.435816,30780297.620245,19267931.17078,5048397.397726,2088,Ensemble-rcp45,42540.8427829999,"Medford District"
246038255.334385,15806377.56215,11612768.460265,4273867.38117,2088,Ensemble-rcp45,20655.179195,"Roseburg District"
230044232.673315,18017918.30664,13452261.163495,4790205.234625,2088,Ensemble-rcp45,19606.379064,"Salem District"
121191385.860213,5003628.06338501,35275314.524435,2701287.154216,2088,Ensemble-rcp85,16847.886544,"Coos Bay District"
113784688.962624,6238289.18815,22646589.429485,5262517.881019,2088,Ensemble-rcp85,15152.209702,"Eugene District"
30077469.813311,4234554.298705,989182.216724999,948990.407087,2088,Ensemble-rcp85,7516.759292,"Lakeview District"
219617518.300743,14070380.828145,39504049.93403,3081162.766468,2088,Ensemble-rcp85,42540.8427829999,"Medford District"
107272461.147343,5358741.513795,23820385.23114,2585614.949805,2088,Ensemble-rcp85,20655.179195,"Roseburg District"
175539502.573597,12250020.34112,21905694.02592,6789829.617971,2088,Ensemble-rcp85,19606.379064,"Salem District"
263703315.8986,18354470.761515,11716312.73871,1799234.545667,2088,NoClimate,16847.886544,"Coos Bay District"
202967153.197172,16067440.63502,9230215.05982,3948981.558861,2088,NoClimate,15152.209702,"Eugene District"
40768522.840119,4512422.00628,1606224.723495,611738.633837,2088,NoClimate,7516.759292,"Lakeview District"
499417978.013135,35514823.75483,16988000.52156,5399500.931748,2088,NoClimate,42540.8427829999,"Medford District"
292898006.414709,19591753.12256,11277760.20974,4946142.430353,2088,NoClimate,20655.179195,"Roseburg District"
275381156.589098,22399043.52817,12964673.67421,5631487.284063,2088,NoClimate,19606.379064,"Salem District"
226753980.553738,13461856.085575,10047223.4593,2585652.820256,2093,Ensemble-rcp45,16847.886544,"Coos Bay District"
183698201.615311,13022469.721365,7880764.474565,5048376.855611,2093,Ensemble-rcp45,15152.209702,"Eugene District"
30830898.368181,3236015.25558,1094339.21548,2117932.556571,2093,Ensemble-rcp45,7516.759292,"Lakeview District"
413098037.458269,30508036.280525,17805710.687945,4434269.938415,2093,Ensemble-rcp45,42540.8427829999,"Medford District"
